AT,V,AP,RH,PE
23,49,1016,49,446
27,68,1008,62,435
32,71,1008,42,431
16,44,1025,78,463
26,57,1013,50,439
20,69,1013,87,442
23,73,1009,89,440
25,58,1007,78,438
19,59,1017,87,450
16,39,1007,71,460
20,50,1008,93,447
10,42,1013,73,478
29,68,1007,33,433
29,70,1010,48,443
21,46,1013,73,449
28,78,1015,77,437
11,42,1016,96,479
26,74,1011,81,437
25,45,1010,59,445
22,64,1010,75,443
14,45,1024,95,468
29,71,1006,76,438
29,71,1007,53,433
18,42,1015,61,467
16,38,1016,84,462
13,44,1007,89,466
23,44,1007,75,451
31,67,1018,41,432
25,50,1016,62,454
31,70,1011,54,431
35,73,1014,39,440
17,39,1014,70,460
32,68,1008,53,427
14,41,1025,64,476
20,67,1014,80,449
6,38,1022,68,479
28,51,1007,69,439
13,42,1019,95,465
30,74,1006,61,431
15,39,1016,80,471
15,39,1014,81,472
13,53,1025,76,468
9,42,1030,91,473
22,63,1017,63,452
22,64,1017,56,446
28,65,1006,75,434
20,67,1015,75,458
23,62,1013,85,441
18,45,1001,90,454
29,65,1013,50,437
17,45,1020,42,461
32,69,1001,59,425
15,39,1017,81,463
11,42,1010,77,477
16,42,1019,84,461
29,69,1013,37,434
21,49,1021,85,449
29,67,1011,53,440
26,60,1010,74,436
35,75,1016,27,428
23,58,1016,75,447
29,67,1018,60,432
32,74,1003,56,436
30,65,1013,44,437
27,58,1014,57,439
24,71,1009,65,439
31,76,1007,59,432
7,42,1001,97,484
9,37,1024,83,476
30,67,1018,48,432
23,58,1013,69,445
19,57,1021,82,456
14,40,1014,88,464
35,73,1014,37,439
16,44,1022,84,461
27,69,1014,54,435
13,40,1013,60,477
16,41,1019,59,472
20,64,1016,74,451
18,46,1008,83,461
27,49,1004,63,439
9,36,1027,74,479
10,37,1024,84,476
27,48,1009,63,437
24,47,1014,53,449
24,49,1002,66,444
25,68,1018,80,436
26,60,1015,59,441
18,53,1026,54,463
9,42,1019,79,483
23,59,1010,81,446
10,44,1015,75,482
14,38,1015,58,466
26,67,1006,60,442
10,40,1016,89,481
31,70,1012,65,433
26,64,1014,69,440
11,38,1021,72,476
11,40,1026,80,491
19,47,1014,74,454
31,67,1010,57,440
21,59,1014,85,446
8,41,1020,71,486
24,62,1010,55,442
14,41,1024,74,458
10,38,1009,99,474
28,75,1010,66,435
31,69,1001,63,426
22,68,1010,84,447
17,59,1017,90,452
14,41,1021,73,463
14,42,1016,77,465
30,70,1008,54,427
6,41,1015,88,487
25,66,1013,63,436
25,72,1007,89,432
27,64,1015,51,447
24,65,1016,57,445
12,40,1015,85,475
17,59,1016,87,450
29,70,1010,54,442
15,52,1015,80,465
8,42,1009,83,484
20,60,1019,87,445
25,67,1017,66,441
26,64,1012,84,442
27,72,1007,81,430
20,55,1017,66,454
30,68,1009,56,428
23,54,1013,70,455
26,60,1018,50,444
23,58,1017,58,447
23,54,1014,71,455
28,69,1007,80,436
24,68,1018,84,439
30,70,1008,52,430
14,42,1013,82,472
14,45,1024,82,465
5,35,1018,93,486
16,42,1021,53,468
26,71,1008,77,438
10,45,1018,94,474
7,36,1020,87,484
33,68,1006,45,426
22,70,1010,90,434
24,71,1012,72,435
8,40,1020,75,477
22,49,1020,85,449
15,40,1007,82,469
12,39,1013,96,475
16,41,1006,89,466
30,67,1018,53,435
21,60,1011,79,451
22,45,1014,69,459
18,42,1009,65,468
28,50,1006,57,438
15,43,1013,83,464
17,40,1005,83,466
30,56,1005,56,429
30,70,1008,73,439
28,60,1005,73,439
24,62,1023,61,449
25,59,1012,78,446
9,36,1014,77,478
7,41,1023,92,487
28,71,1005,73,430
23,70,1008,65,439
9,35,1027,81,482
7,43,1014,85,488
29,69,1010,54,429
8,40,1013,88,482
21,75,1009,88,443
30,70,1009,52,436
24,46,1008,52,446
12,42,1017,83,469
22,65,1021,70,451
10,40,1025,75,492
20,45,1008,67,453
14,44,1021,88,461
14,40,1011,86,469
15,45,1012,70,464
21,57,1006,76,448
23,58,1011,73,448
19,62,1012,86,452
27,69,1011,66,433
9,41,1027,88,481
10,42,999,99,478
21,69,1014,82,444
31,59,1005,54,438
20,53,1017,65,458
6,41,1017,85,483
31,73,1004,61,434
23,70,1009,84,442
6,44,1021,70,486
15,42,1008,81,456
22,51,1009,82,449
25,72,1003,88,436
8,43,1015,87,479
27,66,1013,69,441
17,53,1015,70,459
21,61,1015,75,449
32,66,1011,53,439
30,74,1005,74,432
23,63,1020,65,449
24,58,1013,70,447
13,42,1015,88,462
20,63,1018,76,451
23,73,1012,90,437
26,64,1014,65,444
21,66,1011,75,445
28,65,1014,50,441
16,45,1020,68,471
19,59,1013,82,451
29,66,1008,77,430
21,64,1020,73,449
15,39,1016,79,471
25,57,1011,52,442
28,70,1003,70,429
10,41,1019,83,479
28,60,1017,55,440
11,41,1023,88,478
5,40,1013,64,494
30,54,1013,40,438
32,65,1002,43,431
28,69,1001,65,428
32,66,1011,51,438
9,36,1027,75,479
12,38,1013,83,470
10,44,1011,97,473
24,70,1011,74,438
21,59,1010,75,443
14,39,1004,83,470
28,72,1001,83,432
27,49,1008,68,438
21,68,1008,72,446
13,42,1013,83,474
23,64,1021,70,453
23,74,1011,90,441
23,47,1015,74,456
14,41,1023,72,474
28,70,1009,73,439
24,46,1008,49,447
6,41,1022,89,482
15,45,1014,68,460
10,45,1023,91,478
24,50,1016,60,458
25,69,1003,66,438
6,41,1025,96,478
14,36,1015,63,472
24,59,1017,66,443
28,72,1008,71,429
18,43,1012,55,463
27,74,1009,75,434
27,66,1014,50,444
14,42,1008,83,458
9,41,1012,91,477
27,49,1003,55,436
8,38,1015,76,481
26,49,1009,72,439
25,72,1011,79,435
22,48,1016,70,447
14,41,1022,73,475
22,69,1001,87,439
25,65,1014,65,447
13,41,1010,88,461
29,67,1011,43,438
35,74,1007,46,434
8,40,1012,88,486
24,62,1012,78,441
32,64,1011,59,439
13,41,1014,70,462
32,74,1011,56,435
24,61,1019,64,436
14,41,1016,68,471
28,63,1013,49,438
28,70,1008,86,431
16,71,1020,73,458
19,50,1011,100,450
11,40,1018,85,484
14,45,1019,77,465
23,71,1007,91,435
16,44,1019,67,461
7,39,1012,92,483
31,70,999,61,431
29,68,1012,46,436
7,37,1011,88,482
24,47,1014,48,447
11,44,1019,90,477
26,67,1018,79,434
9,40,1019,71,473
11,41,1022,77,474
22,70,1008,84,440
10,41,1025,91,479
23,50,1007,86,442
13,45,1017,79,475
12,40,1012,78,471
14,41,1025,57,473
17,56,1020,69,462
32,75,1005,42,436
15,41,1015,73,469
6,40,1013,63,495
6,39,1013,78,487
7,39,1014,90,487
17,46,1020,89,461
17,46,1013,96,456
18,51,1012,87,456
15,45,1023,85,465
27,65,1014,54,438
19,44,1017,69,454
22,52,1013,84,451
18,42,1013,53,464
13,40,1006,40,474
29,66,1014,48,446
31,69,1006,68,432
25,50,1005,70,449
15,44,1010,94,459
25,57,1007,68,437
8,42,1006,91,481
20,49,1014,65,456
6,46,1010,94,480
10,39,1020,69,475
12,48,1009,100,464
16,40,1008,73,466
21,64,1021,62,454
11,42,1004,68,476
11,45,1018,96,472
32,70,1010,58,435
26,61,1014,70,449
22,64,1013,90,444
9,38,1019,70,478
11,37,1022,80,474
32,69,1000,48,425
9,42,1033,75,478
24,58,1017,52,444
16,44,1025,78,460
21,46,1013,84,457
4,40,1010,97,491
7,41,1022,75,487
28,71,1008,79,434
32,72,1008,71,430
23,69,1013,63,442
31,66,1008,63,440
18,49,1021,70,457
8,38,1021,86,482
13,40,1016,69,464
27,49,1008,68,438
28,62,1011,61,436
23,65,1007,75,441
12,41,1024,86,468
12,44,1018,82,472
17,40,1009,70,461
24,59,1017,72,444
26,71,1012,69,434
29,67,1014,49,435
26,63,1012,66,446
8,41,1020,71,492
12,40,1017,82,475
20,47,1013,83,459
26,74,1011,82,435
26,72,1007,87,433
15,41,998,84,469
20,59,1017,82,451
22,50,1007,93,444
14,43,1013,86,465
30,65,1001,56,430
26,75,1017,84,430
28,69,1004,74,433
25,74,1011,83,437
24,75,1017,71,444
30,72,1006,62,427
16,38,1015,84,464
18,45,1020,49,456
15,41,1025,76,457
32,68,1008,57,428
13,45,1008,79,466
24,72,1005,86,434
23,61,1015,70,450
29,70,1011,57,430
15,40,1011,82,464
24,74,1011,89,438
23,60,1016,60,446
12,42,1015,77,470
14,42,1012,50,465
31,69,1008,71,432
28,65,1014,47,443
24,65,1016,57,449
23,69,1014,65,442
21,55,1015,90,468
28,63,1017,46,450
21,52,1008,79,448
9,42,1029,91,479
25,69,1011,55,453
25,72,1007,87,432
31,70,1015,56,426
22,71,1006,95,442
13,44,1018,81,473
18,45,1011,87,454
16,43,1014,78,462
32,71,1004,55,426
21,69,1002,80,443
30,77,998,74,430
14,44,1028,71,469
12,53,1026,69,465
25,50,1016,57,455
12,40,1015,86,474
20,63,1019,76,448
24,73,1010,76,440
8,44,1016,82,485
27,74,1010,83,436
28,68,1013,46,436
16,45,1014,62,457
10,41,1016,81,469
23,66,1004,78,435
22,59,1015,85,441
10,41,1025,81,481
11,44,1021,94,469
29,58,1014,40,438
26,68,1011,74,432
13,43,1015,56,475
28,49,1005,38,438
17,59,1016,88,453
32,67,1014,37,433
7,41,1020,71,495
19,40,1013,74,455
14,49,1017,70,466
13,41,1025,69,480
25,72,1010,78,435
19,52,1012,53,459
9,43,1012,79,481
16,45,1018,86,463
26,71,1008,77,434
9,45,1023,95,480
31,65,1013,42,438
10,41,1019,98,467
24,46,1013,71,453
11,40,1011,81,478
29,75,1004,67,436
17,39,1015,74,463
19,60,1017,77,454
25,65,1014,56,440
12,41,1023,79,475
9,42,1023,91,484
21,47,1004,71,462
12,40,1010,78,476
8,41,1024,97,476
18,42,1013,66,463
29,43,1012,65,434
13,39,1015,81,471
13,44,1030,69,468
8,43,1014,86,485
8,41,1020,78,486
22,45,1014,43,455
14,40,1011,65,472
15,39,1014,61,467
30,70,1007,60,439
21,58,1017,76,454
22,59,1006,85,445
9,40,1029,77,473
14,46,1019,93,468
22,70,1008,73,442
12,50,1008,92,468
26,59,1013,59,439
20,42,1013,74,461
15,42,1013,62,467
17,38,1023,66,460
25,44,1011,50,445
28,68,1012,50,438
10,40,1025,97,473
26,59,1013,69,443
29,65,1007,60,438
7,41,1023,81,483
18,50,1014,79,464
26,69,1007,72,438
8,43,1014,85,484
22,65,1007,78,449
12,41,1018,98,472
24,43,1014,62,460
15,44,1016,76,464
12,39,1018,58,472
26,72,1009,79,439
16,44,1014,60,464
20,63,1021,77,456
18,44,1019,53,459
12,45,1024,88,473
11,42,1020,71,478
9,37,1026,81,482
17,45,1013,81,458
13,50,1007,91,466
28,74,1012,70,428
19,65,1014,64,449
22,66,1012,64,449
20,65,1016,73,451
26,59,1016,64,440
11,38,1013,74,472
29,72,1005,74,429
9,41,1023,94,472
16,50,1015,89,469
26,72,1006,82,429
22,49,1015,53,453
21,46,1014,82,457
7,39,1019,69,488
32,70,1009,40,438
22,61,1018,82,442
8,40,1024,87,478
33,74,1006,44,435
28,70,1012,57,445
32,70,1014,46,434
15,43,1008,86,466
12,41,1023,79,474
31,74,1008,49,430
13,42,1011,82,467
26,72,1009,77,438
29,71,1001,77,432
6,40,1022,93,476
13,53,1024,68,463
28,72,1011,62,432
32,68,1008,57,427
23,71,1005,94,441
10,41,1021,85,482
22,67,1013,57,454
17,41,1004,77,461
30,73,1004,70,435
12,46,1017,81,473
22,65,1019,67,447
14,42,1023,59,475
27,75,1004,80,436
25,58,1014,55,441
9,45,1023,91,480
24,57,1010,74,445
30,69,1008,58,434
6,40,1012,94,489
22,48,1009,81,443
14,41,1019,77,473
25,50,1014,56,456
22,64,1015,63,452
19,47,1015,67,457
22,56,1009,86,444
31,76,1009,58,435
16,71,1020,70,456
24,60,1017,58,440
16,43,1011,79,463
23,64,1013,90,449
9,36,1027,73,480
25,70,1012,92,439
31,69,1009,55,429
6,41,1022,91,488
8,40,1019,77,480
5,39,1012,79,491
26,71,1010,84,433
16,57,1014,84,455
13,44,1015,94,473
20,63,1018,76,452
5,39,1004,92,486
8,44,1017,87,485
9,40,1017,93,481
20,56,1020,69,455
20,60,1015,64,453
19,45,1015,40,463
24,67,1016,57,435
6,39,1013,93,492
22,46,1013,76,455
22,57,1013,62,447
22,64,1014,84,445
10,42,1013,94,465
10,45,1023,91,478
24,64,1013,87,442
23,59,1013,81,445
15,42,1018,84,461
8,41,1022,89,475
25,66,1017,69,443
24,60,1010,91,440
32,70,1014,51,427
6,39,1011,92,489
8,37,1010,83,482
14,45,1024,93,467
9,36,1013,89,479
15,54,1018,71,464
24,65,1014,63,447
26,69,1007,75,440
9,37,1009,83,477
13,41,1021,80,463
23,62,1011,84,438
23,71,1006,92,438
25,59,1014,75,440
31,70,1011,49,430
17,44,1013,80,466
24,72,1005,85,433
27,64,1013,58,445
19,59,1018,90,451
23,46,1013,74,456
33,73,1004,57,432
9,36,1014,78,479
10,45,1024,91,475
22,58,1015,83,449
25,61,1007,77,437
18,61,1019,75,429
24,64,1015,82,445
31,71,1004,60,426
32,71,1004,55,430
27,72,1007,83,430
21,50,1009,94,448
13,41,1026,83,464
15,44,1023,85,462
31,68,1005,50,425
29,65,1010,55,442
12,43,1016,79,471
18,53,1013,83,457
14,43,1007,82,471
25,78,1013,83,439
13,43,1026,75,471
23,60,1017,64,453
12,39,1017,80,472
21,40,1002,48,452
16,46,1015,90,461
30,72,1010,53,435
26,66,1013,62,433
8,39,1019,68,482
15,43,1019,74,462
10,41,1019,72,478
27,52,1008,59,442
12,41,1018,67,469
21,51,1009,75,449
5,39,1011,92,486
8,41,1021,88,487
21,63,1018,73,452
31,69,1006,39,438
20,61,1017,88,449
23,64,1012,79,444
23,60,1019,81,443
30,74,1011,67,434
22,63,1013,75,449
10,39,1024,77,481
19,53,1025,58,458
16,45,1019,95,462
24,46,1008,59,446
6,39,1018,69,484
25,64,1011,75,444
12,45,1019,85,469
7,43,1019,88,486
22,58,1015,79,454
29,65,1006,60,433
32,68,1015,47,429
27,65,1016,45,443
14,39,1012,75,466
17,40,1009,75,464
25,70,1009,83,446
13,44,1016,89,475
22,44,1016,42,461
12,41,1026,68,476
18,62,1012,87,456
18,42,1017,61,471
24,62,1013,83,444
14,41,1015,75,472
14,41,1019,76,471
10,38,1005,99,474
27,70,1012,87,436
8,41,1025,97,478
27,44,1011,43,442
20,44,1013,39,463
19,51,1013,83,459
14,40,1013,86,471
33,69,1012,46,428
14,42,1018,88,462
15,49,1012,73,463
33,78,1010,60,433
16,43,1014,79,466
18,60,1019,95,451
24,51,1012,71,452
